,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Sport_Rank,Has_Previous_Medal
88920,2016,Kim Dong-Hwa,M,24.0,165.0,58.0,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
88921,2017,Kim Dong-Hwa,M,28.0,165.0,58.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
88922,2018,Kim Dong-Hwa,M,28.0,165.0,58.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,,14,False
88923,2019,Kim Dong-Hwa,M,28.0,165.0,58.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,,14,False
88924,2020,Kim Dong-Hwa,M,28.0,165.0,58.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
88925,2021,Kim Dong-Hwa,M,28.0,165.0,58.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,,14,False
88926,2022,Kim Dong-Hwa,M,28.0,165.0,58.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89079,2023,Kim Han-Sol,M,20.0,165.0,60.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,,14,False
89080,2024,Kim Han-Sol,M,20.0,165.0,60.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
89081,2025,Kim Han-Sol,M,20.0,165.0,60.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,,14,False
89082,2026,Kim Han-Sol,M,20.0,165.0,60.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
89083,2027,Kim Han-Sol,M,20.0,165.0,60.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89096,2028,Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
89097,2029,Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
89098,2030,Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
89099,2031,Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
89100,2032,Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89181,2033,Kim Hyon-Il,M,27.0,162.0,59.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
89182,2034,Kim Hyon-Il,M,27.0,162.0,59.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
89183,2035,Kim Hyon-Il,M,27.0,162.0,59.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89246,2036,Kim Ji-Hun,M,23.0,173.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
89247,2037,Kim Ji-Hun,M,23.0,173.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,,14,False
89248,2038,Kim Ji-Hun,M,23.0,173.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
89249,2039,Kim Ji-Hun,M,23.0,173.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
89250,2040,Kim Ji-Hun,M,23.0,173.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89251,2041,Kim Ji-Hun,M,27.0,173.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
89252,2042,Kim Ji-Hun,M,27.0,173.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
89253,2043,Kim Ji-Hun,M,27.0,173.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
89254,2044,Kim Ji-Hun,M,27.0,173.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89520,2045,Kim Seung-Il,M,19.0,171.0,65.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
89521,2046,Kim Seung-Il,M,19.0,171.0,65.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,,14,False
89522,2047,Kim Seung-Il,M,19.0,171.0,65.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
89523,2048,Kim Seung-Il,M,19.0,171.0,65.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,,14,False
89524,2049,Kim Seung-Il,M,19.0,171.0,65.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
89525,2050,Kim Seung-Il,M,19.0,171.0,65.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
89526,2051,Kim Seung-Il,M,19.0,171.0,65.0,South Korea,KOR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89527,2052,Kim Seung-Il,M,23.0,171.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
89528,2053,Kim Seung-Il,M,23.0,171.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,,14,False
89529,2054,Kim Seung-Il,M,23.0,171.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
89530,2055,Kim Seung-Il,M,23.0,171.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
89531,2056,Kim Seung-Il,M,23.0,171.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
89532,2057,Kim Seung-Il,M,23.0,171.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,,14,False
89533,2058,Kim Seung-Il,M,23.0,171.0,65.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89534,2059,Kim Seung-Il,M,27.0,171.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
89535,2060,Kim Seung-Il,M,27.0,171.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
89536,2061,Kim Seung-Il,M,27.0,171.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
89537,2062,Kim Seung-Il,M,27.0,171.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
89538,2063,Kim Seung-Il,M,27.0,171.0,65.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89595,2064,Kim Su-Myeon,M,21.0,165.0,57.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
89596,2065,Kim Su-Myeon,M,21.0,165.0,57.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,,14,False
89597,2066,Kim Su-Myeon,M,21.0,165.0,57.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
89598,2067,Kim Su-Myeon,M,21.0,165.0,57.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
89599,2068,Kim Su-Myeon,M,21.0,165.0,57.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
89600,2069,Kim Su-Myeon,M,21.0,165.0,57.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,,14,False
89601,2070,Kim Su-Myeon,M,21.0,165.0,57.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89602,2071,Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
89603,2072,Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
89604,2073,Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
89605,2074,Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,,14,False
89606,2075,Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
89607,2076,Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
89608,2077,Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
89609,2078,Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
89659,2079,Kim Un-Jong,F,17.0,145.0,36.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
89660,2080,Kim Un-Jong,F,17.0,145.0,36.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,,14,False
89661,2081,Kim Un-Jong,F,17.0,145.0,36.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
89662,2082,Kim Un-Jong,F,17.0,145.0,36.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,,14,False
89663,2083,Kim Un-Jong,F,17.0,145.0,36.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
89664,2084,Kim Un-Jong,F,17.0,145.0,36.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,14,False
89940,2085,Marissa Petra King,F,17.0,154.0,53.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
89941,2086,Marissa Petra King,F,17.0,154.0,53.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,,14,False
89942,2087,Marissa Petra King,F,17.0,154.0,53.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
89943,2088,Marissa Petra King,F,17.0,154.0,53.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
89944,2089,Marissa Petra King,F,17.0,154.0,53.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,,14,False
90322,2090,Karl Oskar Kirmes,M,20.0,170.0,62.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
90323,2091,Karl Oskar Kirmes,M,20.0,170.0,62.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
90324,2092,Karl Oskar Kirmes,M,20.0,170.0,62.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
90325,2093,Karl Oskar Kirmes,M,20.0,170.0,62.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
90326,2094,Karl Oskar Kirmes,M,20.0,170.0,62.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
90327,2095,Karl Oskar Kirmes,M,20.0,170.0,62.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
91479,2096,Svetlana Alekseyevna Klyukina,F,19.0,152.0,40.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
91480,2097,Svetlana Alekseyevna Klyukina,F,19.0,152.0,40.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,,14,False
91481,2098,Svetlana Alekseyevna Klyukina,F,19.0,152.0,40.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
91482,2099,Svetlana Alekseyevna Klyukina,F,19.0,152.0,40.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
92104,2100,Madison Taylor Kocian,F,19.0,157.0,46.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold,14,False
92105,2101,Madison Taylor Kocian,F,19.0,157.0,46.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Silver,14,False
92145,2102,Flavius Koczi,M,20.0,162.0,57.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
92146,2103,Flavius Koczi,M,20.0,162.0,57.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,,14,False
92147,2104,Flavius Koczi,M,20.0,162.0,57.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
92148,2105,Flavius Koczi,M,20.0,162.0,57.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horse Vault,,14,False
92149,2106,Flavius Koczi,M,20.0,162.0,57.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
92150,2107,Flavius Koczi,M,20.0,162.0,57.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
92151,2108,Flavius Koczi,M,20.0,162.0,57.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,,14,False
92152,2109,Flavius Koczi,M,20.0,162.0,57.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
92153,2110,Flavius Koczi,M,24.0,162.0,57.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
92154,2111,Flavius Koczi,M,24.0,162.0,57.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,,14,False
92155,2112,Flavius Koczi,M,24.0,162.0,57.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
92156,2113,Flavius Koczi,M,24.0,162.0,57.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,,14,False
92157,2114,Flavius Koczi,M,24.0,162.0,57.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
92158,2115,Flavius Koczi,M,24.0,162.0,57.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
92159,2116,Flavius Koczi,M,24.0,162.0,57.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
92160,2117,Flavius Koczi,M,24.0,162.0,57.0,Romania,ROU,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
92686,2118,Anastasiya Nikolayevna Kolesnikova,F,16.0,147.0,34.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
92687,2119,Anastasiya Nikolayevna Kolesnikova,F,16.0,147.0,34.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver,14,False
92688,2120,Anastasiya Nikolayevna Kolesnikova,F,16.0,147.0,34.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
92689,2121,Anastasiya Nikolayevna Kolesnikova,F,16.0,147.0,34.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,,14,False
92978,2122,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Individual All-Around,Silver,14,False
92979,2123,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver,14,False
92980,2124,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
92981,2125,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
92982,2126,Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,,14,False
92987,2127,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
92988,2128,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
92989,2129,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,,14,False
92990,2130,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
92991,2131,Jana Komrskov,F,17.0,167.0,58.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,,14,False
92992,2132,Jana Komrskov,F,21.0,167.0,58.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
92993,2133,Jana Komrskov,F,21.0,167.0,58.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,,14,False
92994,2134,Jana Komrskov,F,21.0,167.0,58.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,,14,False
92995,2135,Jana Komrskov,F,21.0,167.0,58.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,,14,False
92996,2136,Jana Komrskov,F,21.0,167.0,58.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,,14,False
93101,2137,Martin Konen,M,24.0,170.0,64.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
93102,2138,Martin Konen,M,24.0,170.0,64.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
93103,2139,Martin Konen,M,24.0,170.0,64.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
93104,2140,Martin Konen,M,27.0,170.0,64.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
93105,2141,Martin Konen,M,27.0,170.0,64.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
93106,2142,Martin Konen,M,27.0,170.0,64.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
93107,2143,Martin Konen,M,27.0,170.0,64.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
93108,2144,Martin Konen,M,27.0,170.0,64.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,,14,False
93109,2145,Martin Konen,M,27.0,170.0,64.0,Czech Republic,CZE,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
94596,2146,"Mikhail Alexandrovich ""Misha"" Koudinov",M,25.0,160.0,59.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,,14,False
94597,2147,"Mikhail Alexandrovich ""Misha"" Koudinov",M,25.0,160.0,59.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,,14,False
94598,2148,"Mikhail Alexandrovich ""Misha"" Koudinov",M,25.0,160.0,59.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,,14,False
94599,2149,"Mikhail Alexandrovich ""Misha"" Koudinov",M,25.0,160.0,59.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,,14,False
94600,2150,"Mikhail Alexandrovich ""Misha"" Koudinov",M,25.0,160.0,59.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,,14,False
94601,2151,"Mikhail Alexandrovich ""Misha"" Koudinov",M,25.0,160.0,59.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,,14,False
94602,2152,"Mikhail Alexandrovich ""Misha"" Koudinov",M,25.0,160.0,59.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,,14,False
94729,2153,Ivana Kovov,F,16.0,158.0,47.0,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,,14,False
